SampleID;Genotype;Group;treatment;SliceID;mfPerimeter;mfArea;complexity;mean complexity;BoutonID;Animal
20201126_9;WT;WT_fsk;fsk;20201126_9_001_s1;9.323;2.265;4.11611479028698;4.90068583809851;20201126_9_001;3
20201126_9;WT;WT_fsk;fsk;20201126_9_001_s2;5.622;0.808;6.95792079207921;;20201126_9_001;3
20201126_9;WT;WT_fsk;fsk;20201126_9_001_s3;9.293;2.205;4.21451247165533;;20201126_9_001;3
20201126_9;WT;WT_fsk;fsk;20201126_9_001_s4;9.543;2.212;4.31419529837251;;20201126_9_001;3
20201126_9;WT;WT_fsk;fsk;20201126_9_001_s5;10.213;2.438;4.18908941755537;;20201126_9_001;3
20201126_9;WT;WT_fsk;fsk;20201126_9_001_s6;8.627;2.275;3.79208791208791;;20201126_9_001;3
20201126_9;WT;WT_fsk;fsk;20201126_9_002_s1;7.374;2.473;2.98180347755762;3.42610978270936;20201126_9_002;3
20201126_9;WT;WT_fsk;fsk;20201126_9_002_s2;7.885;2.645;2.98109640831758;;20201126_9_002;3
20201126_9;WT;WT_fsk;fsk;20201126_9_002_s3;9.414;2.734;3.44330651060717;;20201126_9_002;3
20201126_9;WT;WT_fsk;fsk;20201126_9_002_s4;12.328;3.12;3.95128205128205;;20201126_9_002;3
20201126_9;WT;WT_fsk;fsk;20201126_9_002_s5;12.493;3.226;3.87259764414135;;20201126_9_002;3
20201126_9;WT;WT_fsk;fsk;20201126_9_002_s6;11.317;3.402;3.32657260435038;;20201126_9_002;3
20201126_9;WT;WT_fsk;fsk;20201126_9_003_s1;6.374;2.159;2.95229272811487;3.09660522966027;20201126_9_003;3
20201126_9;WT;WT_fsk;fsk;20201126_9_003_s2;6.635;2.319;2.86114704614058;;20201126_9_003;3
20201126_9;WT;WT_fsk;fsk;20201126_9_003_s3;8.109;2.503;3.23971234518578;;20201126_9_003;3
20201126_9;WT;WT_fsk;fsk;20201126_9_003_s4;8.502;2.538;3.34988179669031;;20201126_9_003;3
20201126_9;WT;WT_fsk;fsk;20201126_9_003_s5;8.471;2.736;3.09612573099415;;20201126_9_003;3
20201126_9;WT;WT_fsk;fsk;20201126_9_003_s6;8.881;2.883;3.08047173083594;;20201126_9_003;3
20201126_9;WT;WT_fsk;fsk;20201126_9_004_s1;10.243;2.607;3.92903720751822;4.0582854627889;20201126_9_004;3
20201126_9;WT;WT_fsk;fsk;20201126_9_004_s2;10.275;2.558;4.01681000781861;;20201126_9_004;3
20201126_9;WT;WT_fsk;fsk;20201126_9_004_s3;11.176;2.764;4.04341534008683;;20201126_9_004;3
20201126_9;WT;WT_fsk;fsk;20201126_9_004_s4;11.687;2.652;4.40686274509804;;20201126_9_004;3
20201126_9;WT;WT_fsk;fsk;20201126_9_004_s5;11.608;2.98;3.89530201342282;;20201126_9_004;3
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_007_s1;8.545;2.558;3.34050039093041;3.23688749374889;20210111_3_007;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_007_s2;9.268;2.918;3.17614804660727;;20210111_3_007;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_007_s3;8.493;2.608;3.25651840490798;;20210111_3_007;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_007_s4;7.541;2.309;3.26591598094413;;20210111_3_007;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_007_s5;6.297;2.002;3.14535464535465;;20210111_3_007;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_008_s1;9.358;3.638;2.57229246838923;2.61314172079343;20210111_3_008;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_008_s2;10.088;3.708;2.72060409924488;;20210111_3_008;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_008_s3;9.056;3.747;2.41686682679477;;20210111_3_008;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_008_s4;9.951;3.69;2.69674796747968;;20210111_3_008;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_008_s5;10.799;4.061;2.65919724205861;;20210111_3_008;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_009_s1;10.265;4.374;2.34682213077275;2.10944092550145;20210111_3_009;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_009_s2;9.373;4.147;2.26018808777429;;20210111_3_009;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_009_s3;8.671;4.308;2.0127669452182;;20210111_3_009;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_009_s4;8.435;4.285;1.96849474912485;;20210111_3_009;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_009_s5;8.443;4.31;1.95893271461717;;20210111_3_009;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_010_s1;10.986;3.152;3.48540609137056;3.10295115210913;20210111_3_010;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_010_s2;11.062;3.457;3.19988429273937;;20210111_3_010;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_010_s3;11.038;3.576;3.08668903803132;;20210111_3_010;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_010_s4;10.15;3.511;2.89091426943891;;20210111_3_010;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_010_s5;10.338;3.625;2.85186206896552;;20210111_3_010;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_011_s1;7.07;2.983;2.37009721756621;2.90771371997508;20210111_3_011;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_011_s2;8.931;3.016;2.96120689655172;;20210111_3_011;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_011_s3;8.537;2.836;3.01022566995769;;20210111_3_011;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_011_s4;8.791;2.869;3.06413384454514;;20210111_3_011;6
20210111_3;TKO;TKO_ctrl;ctrl;20210111_0092_3_011_s5;9.264;2.957;3.13290497125465;;20210111_3_011;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0001_s1;7.757;3.375;2.29837037037037;2.12029269941187;20210111_6_0001;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0001_s2;6.932;2.981;2.32539416303254;;20210111_6_0001;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0001_s3;8.072;4.001;2.01749562609348;;20210111_6_0001;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0001_s4;8.485;4.079;2.08016670752635;;20210111_6_0001;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0001_s5;8.212;4.368;1.88003663003663;;20210111_6_0001;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0002_s1;9.759;2.426;4.02267106347898;3.9892038386294;20210111_6_0002;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0002_s2;9.692;2.205;4.39546485260771;;20210111_6_0002;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0002_s3;12.524;2.875;4.35617391304348;;20210111_6_0002;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0002_s4;9.899;2.243;4.41328577797592;;20210111_6_0002;6
20210111_6;TKO;TKO_fsk;fsk;20210111_92_fsk6_0002_s5;9.169;3.324;2.75842358604092;;20210111_6_0002;6
