Animal;Genotype;Treatment;Bouton;Active.zone.area;BoutonID;Condition;SampleID;Gaussian;Gamma
6;TKO;Control;3;162770;6 Control 3;TKO;6_TKO_Control;0.859911328045022;1.1448137964454
6;TKO;Control;3;33765.2;6 Control 3;TKO;6_TKO_Control;-0.904312188609058;-1.63738016030319
6;TKO;Control;3;92802.5;6 Control 3;TKO;6_TKO_Control;-0.096939183730465;-0.0131735443058824
6;TKO;Control;3;49279.5;6 Control 3;TKO;6_TKO_Control;-0.692144169245233;-1.08641165808988
6;TKO;Control;4;130875;6 Control 4;TKO;6_TKO_Control;0.455303197962922;0.712015931562683
6;TKO;Control;4;20966.7;6 Control 4;TKO;6_TKO_Control;-1.0477634130118;-2.23101916153576
6;TKO;Control;4;73176.6;6 Control 4;TKO;6_TKO_Control;-0.333759489265102;-0.405186681168181
6;TKO;Control;5;299579;6 Control 5;TKO;6_TKO_Control;2.22646723201633;1.89313173606269
6;TKO;Control;5;57718.6;6 Control 5;TKO;6_TKO_Control;-1.08112911654871;-1.29822576654805
6;TKO;Control;5;100396;6 Control 5;TKO;6_TKO_Control;-0.497488254273404;-0.410527919937869
4;TKO;FSK;1;254134;4 Forskolin 1;TKO + FSK;4_TKO_FSK;0.797135830530249;0.815294417666622
4;TKO;FSK;1;167577;4 Forskolin 1;TKO + FSK;4_TKO_FSK;-0.386586751350635;-0.0199644946172073
4;TKO;FSK;1;279654;4 Forskolin 1;TKO + FSK;4_TKO_FSK;1.14613822536371;1.02479908403046
4;TKO;FSK;1;211671;4 Forskolin 1;TKO + FSK;4_TKO_FSK;0.216427025992107;0.433973948605814
4;TKO;FSK;1;240144;4 Forskolin 1;TKO + FSK;4_TKO_FSK;0.60581359292366;0.69460455650455
4;TKO;FSK;2;98308.6;4 Forskolin 2;TKO + FSK;4_TKO_FSK;-0.30904243358475;-0.149577100894166
4;TKO;FSK;2;97374.5;4 Forskolin 2;TKO + FSK;4_TKO_FSK;-0.32181685117934;-0.166988998387756
4;TKO;FSK;3;213331;4 Forskolin 3;TKO + FSK;4_TKO_FSK;0.584924434688857;0.730192955235547
4;TKO;FSK;3;207765;4 Forskolin 3;TKO + FSK;4_TKO_FSK;0.508805808919145;0.67432731469034
4;TKO;FSK;3;190277;4 Forskolin 3;TKO + FSK;4_TKO_FSK;0.269646174089692;0.492161691808267
4;TKO;FSK;4;85771.9;4 Forskolin 4;TKO + FSK;4_TKO_FSK;-0.538490956852491;-0.473183014072229
4;TKO;FSK;4;219426;4 Forskolin 4;TKO + FSK;4_TKO_FSK;1.28931472415501;1.42619084770196
4;TKO;FSK;4;90321.7;4 Forskolin 4;TKO + FSK;4_TKO_FSK;-0.476269518920935;-0.383379224502822
4;TKO;FSK;4;71397.3;4 Forskolin 4;TKO + FSK;4_TKO_FSK;-0.735072846537958;-0.780475901580937
4;TKO;FSK;5;74474.4;4 Forskolin 5;TKO + FSK;4_TKO_FSK;-0.320311013337026;-0.27584121483313
4;TKO;FSK;5;146283;4 Forskolin 5;TKO + FSK;4_TKO_FSK;0.661717723717767;1.07603971839141
4;TKO;FSK;5;77823.3;4 Forskolin 5;TKO + FSK;4_TKO_FSK;-0.274512654400592;-0.196729039027729
4;TKO;FSK;5;22109.9;4 Forskolin 5;TKO + FSK;4_TKO_FSK;-1.03642919140352;-2.09560731160466
4;TKO;FSK;5;55083.7;4 Forskolin 5;TKO + FSK;4_TKO_FSK;-0.58549129301952;-0.789724960439281
4;TKO;FSK;6;53102.1;4 Forskolin 6;TKO + FSK;4_TKO_FSK;-0.81417384520856;-1.07173301550441
4;TKO;FSK;6;139217;4 Forskolin 6;TKO + FSK;4_TKO_FSK;0.363502735153678;0.661397322797667
4;TKO;FSK;6;75173.3;4 Forskolin 6;TKO + FSK;4_TKO_FSK;-0.512336005990364;-0.506984800055371
4;TKO;FSK;7;75799.9;4 Forskolin 7;TKO + FSK;4_TKO_FSK;-0.80481500914471;-0.780196120183513
4;TKO;FSK;7;187733;4 Forskolin 7;TKO + FSK;4_TKO_FSK;0.72594204262385;0.934184846440463
5;TKO;FSK;1;184147;5 Forskolin 1;TKO + FSK;5_TKO_FSK;0.927963377488109;1.14307827852049
5;TKO;FSK;1;116138;5 Forskolin 1;TKO + FSK;5_TKO_FSK;-0.0021033885866983;0.177336527797282
5;TKO;FSK;1;64515;5 Forskolin 1;TKO + FSK;5_TKO_FSK;-0.708081077790771;-0.858286948942786
5;TKO;FSK;1;65073.9;5 Forskolin 1;TKO + FSK;5_TKO_FSK;-0.700437761236209;-0.844424298862789
5;TKO;FSK;2;153938;5 Forskolin 2;TKO + FSK;5_TKO_FSK;0.604244597804053;0.876665602386685
5;TKO;FSK;2;35768.9;5 Forskolin 2;TKO + FSK;5_TKO_FSK;-1.01179376016284;-1.64742137739531
5;TKO;FSK;2;85061.2;5 Forskolin 2;TKO + FSK;5_TKO_FSK;-0.337689890772184;-0.290703523049106
5;TKO;FSK;3;126740;5 Forskolin 3;TKO + FSK;5_TKO_FSK;0.285628038161824;0.543962141672836
5;TKO;FSK;3;81981.1;5 Forskolin 3;TKO + FSK;5_TKO_FSK;-0.326478673833142;-0.290234115971538
5;TKO;FSK;3;42893.9;5 Forskolin 3;TKO + FSK;5_TKO_FSK;-0.861021244653463;-1.33639212707364
5;TKO;FSK;4;318901;5 Forskolin 4;TKO + FSK;5_TKO_FSK;2.56996887709566;2.21289616809247
5;TKO;FSK;4;127334;5 Forskolin 4;TKO + FSK;5_TKO_FSK;-0.0498329164412602;0.134568456421443
5;TKO;FSK;4;61290.6;5 Forskolin 4;TKO + FSK;5_TKO_FSK;-0.953018839754129;-1.11748363599084
5;TKO;FSK;4;24223.7;5 Forskolin 4;TKO + FSK;5_TKO_FSK;-1.45993251017155;-2.36982601825623
5;TKO;FSK;5;108302;5 Forskolin 5;TKO + FSK;5_TKO_FSK;-0.233001232761459;-0.0885335235084145
5;TKO;FSK;5;126613;5 Forskolin 5;TKO + FSK;5_TKO_FSK;0.0174134557885241;0.207438144357025
5;TKO;FSK;5;132383;5 Forskolin 5;TKO + FSK;5_TKO_FSK;0.0963219126141154;0.29473035774059
5;TKO;FSK;6;281883;5 Forskolin 6;TKO + FSK;5_TKO_FSK;1.75145312911763;1.53756444421727
5;TKO;FSK;6;134783;5 Forskolin 6;TKO + FSK;5_TKO_FSK;-0.260233872449868;-0.0283369922277355
5;TKO;FSK;6;119668;5 Forskolin 6;TKO + FSK;5_TKO_FSK;-0.466941207791084;-0.246059478579719
5;TKO;FSK;7;230057;5 Forskolin 7;TKO + FSK;5_TKO_FSK;1.49895912196096;1.58008533553335
5;TKO;FSK;7;120936;5 Forskolin 7;TKO + FSK;5_TKO_FSK;0.00665934427198719;0.185215188365205
5;TKO;FSK;7;167575;5 Forskolin 7;TKO + FSK;5_TKO_FSK;0.64447763160106;0.853293292947428
5;TKO;FSK;7;57207.9;5 Forskolin 7;TKO + FSK;5_TKO_FSK;-0.864863364120901;-1.10389121235122
5;TKO;FSK;7;59685.5;5 Forskolin 7;TKO + FSK;5_TKO_FSK;-0.830980592434404;-1.03852340581245
5;TKO;FSK;7;64148.8;5 Forskolin 7;TKO + FSK;5_TKO_FSK;-0.769942097573111;-0.925440325184645
5;TKO;FSK;8;141945;5 Forskolin 8;TKO + FSK;5_TKO_FSK;0.312303972918805;0.528205571463795
5;TKO;FSK;8;120378;5 Forskolin 8;TKO + FSK;5_TKO_FSK;0.0173613926142076;0.199187312718513
5;TKO;FSK;8;186712;5 Forskolin 8;TKO + FSK;5_TKO_FSK;0.924521457617461;1.11873703324852
5;TKO;FSK;8;84048.3;5 Forskolin 8;TKO + FSK;5_TKO_FSK;-0.479470594203242;-0.458769464007047
5;TKO;FSK;8;35438;5 Forskolin 8;TKO + FSK;5_TKO_FSK;-1.14424767545611;-1.77424849354954
5;TKO;FSK;9;243917;5 Forskolin 9;TKO + FSK;5_TKO_FSK;1.05378825548511;1.02632160297865
5;TKO;FSK;9;185344;5 Forskolin 9;TKO + FSK;5_TKO_FSK;0.252764851387126;0.443254639736288
5;TKO;FSK;9;230485;5 Forskolin 9;TKO + FSK;5_TKO_FSK;0.870097026354893;0.901425589267417
5;TKO;FSK;9;120920;5 Forskolin 9;TKO + FSK;5_TKO_FSK;-0.628274736573341;-0.362399566017324
6;TKO;FSK;1;116672;6 Forskolin 1;TKO + FSK;6_TKO_FSK;-0.21332515645473;0.00571567271269848
6;TKO;FSK;1;123540;6 Forskolin 1;TKO + FSK;6_TKO_FSK;-0.119400844240144;0.114112852254827
6;TKO;FSK;2;171855;6 Forskolin 2;TKO + FSK;6_TKO_FSK;0.246515064933962;0.470122852536834
6;TKO;FSK;2;168585;6 Forskolin 2;TKO + FSK;6_TKO_FSK;0.201795714185316;0.431193482352544
6;TKO;FSK;2;160031;6 Forskolin 2;TKO + FSK;6_TKO_FSK;0.0848142688324381;0.326944041642635
